name	link
LukÃ¡Å¡ Rousek	https://www.hockey-reference.com/players/r/rouselu01.html
Joshua Roy	https://www.hockey-reference.com/players/r/royjo01.html
Matt Roy	https://www.hockey-reference.com/players/r/royma04.html
Nicolas Roy	https://www.hockey-reference.com/players/r/royni01.html
Chad Ruhwedel	https://www.hockey-reference.com/players/r/ruhwech01.html
Bryan Rust	https://www.hockey-reference.com/players/r/rustbr01.html
Jan Rutta	https://www.hockey-reference.com/players/r/ruttaja02.html
Adam RuÅ¾iÄka	https://www.hockey-reference.com/players/r/ruzicad01.html
Derek Ryan	https://www.hockey-reference.com/players/r/ryande01.html
Jonas RÃ¸ndbjerg	https://www.hockey-reference.com/players/r/rondbjo01.html
Brandon Saad	https://www.hockey-reference.com/players/s/saadbr01.html
Scott Sabourin	https://www.hockey-reference.com/players/s/sabousc01.html
Dylan Samberg	https://www.hockey-reference.com/players/s/sambedy01.html
Mackie Samoskevich	https://www.hockey-reference.com/players/s/samosma01.html
Ilya Samsonov	https://www.hockey-reference.com/players/s/samsoil01.html
Mattias Samuelsson	https://www.hockey-reference.com/players/s/samuema02.html
Jake Sanderson	https://www.hockey-reference.com/players/s/sandeja01.html
Rasmus Sandin	https://www.hockey-reference.com/players/s/sandira01.html
Felix SandstrÃ¶m	https://www.hockey-reference.com/players/s/sandsfe01.html
Zach Sanford	https://www.hockey-reference.com/players/s/sanfoza01.html
Travis Sanheim	https://www.hockey-reference.com/players/s/sanhetr01.html
Juuse Saros	https://www.hockey-reference.com/players/s/sarosju01.html
David Savard	https://www.hockey-reference.com/players/s/savarda01.html
Matthew Savoie	https://www.hockey-reference.com/players/s/savoima01.html
Marco Scandella	https://www.hockey-reference.com/players/s/scandma01.html
Brandon Scanlin	https://www.hockey-reference.com/players/s/scanlbr01.html
Mark Scheifele	https://www.hockey-reference.com/players/s/scheima01.html
Brayden Schenn	https://www.hockey-reference.com/players/s/schenbr01.html
Luke Schenn	https://www.hockey-reference.com/players/s/schenlu01.html
Nick Schmaltz	https://www.hockey-reference.com/players/s/schmani01.html
Akira Schmid	https://www.hockey-reference.com/players/s/schmiak01.html
Nate Schmidt	https://www.hockey-reference.com/players/s/schmina01.html
Braden Schneider	https://www.hockey-reference.com/players/s/schnebr01.html
Justin Schultz	https://www.hockey-reference.com/players/s/schulju01.html
Jaden Schwartz	https://www.hockey-reference.com/players/s/schwaja01.html
Cole Schwindt	https://www.hockey-reference.com/players/s/schwico01.html
Nick Seeler	https://www.hockey-reference.com/players/s/seeleni01.html
Tyler Seguin	https://www.hockey-reference.com/players/s/seguity01.html
Moritz Seider	https://www.hockey-reference.com/players/s/seidemo01.html
Brett Seney	https://www.hockey-reference.com/players/s/seneybr01.html
Mikhail Sergachev	https://www.hockey-reference.com/players/s/sergami01.html
Damon Severson	https://www.hockey-reference.com/players/s/severda01.html
Michael Sgarbossa	https://www.hockey-reference.com/players/s/sgarbmi01.html
Yegor Sharangovich	https://www.hockey-reference.com/players/s/sharaye01.html
Kevin Shattenkirk	https://www.hockey-reference.com/players/s/shattke01.html
Mason Shaw	https://www.hockey-reference.com/players/s/shawma01.html
Ryan Shea	https://www.hockey-reference.com/players/s/sheary01.html
Conor Sheary	https://www.hockey-reference.com/players/s/shearco01.html
Hunter Shepard	https://www.hockey-reference.com/players/s/shepahu01.html
Kiefer Sherwood	https://www.hockey-reference.com/players/s/sherwki01.html
Igor Shesterkin	https://www.hockey-reference.com/players/s/shestig01.html
Devin Shore	https://www.hockey-reference.com/players/s/shorede01.html
Jonas Siegenthaler	https://www.hockey-reference.com/players/s/siegejo01.html
Jakob Silfverberg	https://www.hockey-reference.com/players/s/silfvja01.html
Cole Sillinger	https://www.hockey-reference.com/players/s/sillico01.html
Arturs Silovs	https://www.hockey-reference.com/players/s/silovar01.html
Colton Sissons	https://www.hockey-reference.com/players/s/sissoco01.html
Jeff Skinner	https://www.hockey-reference.com/players/s/skinnje01.html
Stuart Skinner	https://www.hockey-reference.com/players/s/skinnst01.html
Brady Skjei	https://www.hockey-reference.com/players/s/skjeibr01.html
Juraj Slafkovsky	https://www.hockey-reference.com/players/s/slafkju01.html
Landon Slaggert	https://www.hockey-reference.com/players/s/slaggla01.html
Jaccob Slavin	https://www.hockey-reference.com/players/s/slavija01.html
Jiri Smejkal	https://www.hockey-reference.com/players/s/smejkji01.html
Brendan Smith	https://www.hockey-reference.com/players/s/smithbr05.html
Cole Smith	https://www.hockey-reference.com/players/s/smithco02.html
Craig Smith	https://www.hockey-reference.com/players/s/smithcr01.html
Givani Smith	https://www.hockey-reference.com/players/s/smithgi01.html
Reilly Smith	https://www.hockey-reference.com/players/s/smithre01.html
Joe Snively	https://www.hockey-reference.com/players/s/snivejo01.html
Arvid SÃ¶derblom	https://www.hockey-reference.com/players/s/soderar01.html
Victor SÃ¶derstrÃ¶m	https://www.hockey-reference.com/players/s/sodervi01.html
Ilya Solovyov	https://www.hockey-reference.com/players/s/solovil01.html
Ilya Sorokin	https://www.hockey-reference.com/players/s/sorokil01.html
Carson Soucy	https://www.hockey-reference.com/players/s/soucyca01.html
Justin Sourdif	https://www.hockey-reference.com/players/s/sourdju01.html
Jordan Spence	https://www.hockey-reference.com/players/s/spencjo01.html
Daniel Sprong	https://www.hockey-reference.com/players/s/spronda01.html
Jared Spurgeon	https://www.hockey-reference.com/players/s/spurgja01.html
John St. Ivany	https://www.hockey-reference.com/players/s/stivajo01.html
Jordan Staal	https://www.hockey-reference.com/players/s/staaljo01.html
Marc Staal	https://www.hockey-reference.com/players/s/staalma01.html
Steven Stamkos	https://www.hockey-reference.com/players/s/stamkst01.html
Logan Stankoven	https://www.hockey-reference.com/players/s/stanklo01.html
Logan Stanley	https://www.hockey-reference.com/players/s/stanllo01.html
Spencer Stastney	https://www.hockey-reference.com/players/s/stastsp01.html
Troy Stecher	https://www.hockey-reference.com/players/s/stechtr01.html
Sam Steel	https://www.hockey-reference.com/players/s/steelsa01.html
Oskar Steen	https://www.hockey-reference.com/players/s/steenos01.html
Alex Steeves	https://www.hockey-reference.com/players/s/steeval02.html
Kevin Stenlund	https://www.hockey-reference.com/players/s/stenlke01.html
Mitchell Stephens	https://www.hockey-reference.com/players/s/stephmi01.html
Chandler Stephenson	https://www.hockey-reference.com/players/s/stephch02.html
Anthony Stolarz	https://www.hockey-reference.com/players/s/stolaan01.html
Mark Stone	https://www.hockey-reference.com/players/s/stonema01.html
Dylan Strome	https://www.hockey-reference.com/players/s/stromdy01.html
Ryan Strome	https://www.hockey-reference.com/players/s/stromry01.html
Jayden Struble	https://www.hockey-reference.com/players/s/strubja01.html
MariÃ¡n StudeniÄ	https://www.hockey-reference.com/players/s/studema01.html
Jack Studnicka	https://www.hockey-reference.com/players/s/studnja01.html
Nico Sturm	https://www.hockey-reference.com/players/s/sturmni01.html
Tim StÃ¼tzle	https://www.hockey-reference.com/players/s/stuetti02.html
Malcolm Subban	https://www.hockey-reference.com/players/s/subbama01.html
Oskar Sundqvist	https://www.hockey-reference.com/players/s/sundqos01.html
Pius Suter	https://www.hockey-reference.com/players/s/suterpi01.html
Ryan Suter	https://www.hockey-reference.com/players/s/suterry01.html
Nick Suzuki	https://www.hockey-reference.com/players/s/suzukni01.html
Andrei Svechnikov	https://www.hockey-reference.com/players/s/svechan01.html
Jeremy Swayman	https://www.hockey-reference.com/players/s/swaymje01.html
Maksymilian Szuber	https://www.hockey-reference.com/players/s/szubema01.html
Mads SÃ¸gaard	https://www.hockey-reference.com/players/s/sogaama01.html
Cam Talbot	https://www.hockey-reference.com/players/t/talboca01.html
Brandon Tanev	https://www.hockey-reference.com/players/t/tanevbr01.html
Chris Tanev	https://www.hockey-reference.com/players/t/tanevch01.html
Vladimir Tarasenko	https://www.hockey-reference.com/players/t/tarasvl01.html
Daniil Tarasov	https://www.hockey-reference.com/players/t/tarasda02.html
TomÃ¡Å¡ Tatar	https://www.hockey-reference.com/players/t/tatarto01.html
John Tavares	https://www.hockey-reference.com/players/t/tavarjo01.html
Teuvo TerÃ¤vÃ¤inen	https://www.hockey-reference.com/players/t/teravte01.html
Troy Terry	https://www.hockey-reference.com/players/t/terrytr01.html
Alexandre Texier	https://www.hockey-reference.com/players/t/texieal01.html
Shea Theodore	https://www.hockey-reference.com/players/t/theodsh01.html
Akil Thomas	https://www.hockey-reference.com/players/t/thomaak01.html
Robert Thomas	https://www.hockey-reference.com/players/t/thomaro01.html
Jack Thompson	https://www.hockey-reference.com/players/t/thompja01.html
Logan Thompson	https://www.hockey-reference.com/players/t/thomplo01.html
Tage Thompson	https://www.hockey-reference.com/players/t/thompta01.html
Henry Thrun	https://www.hockey-reference.com/players/t/thrunhe01.html
Chris Tierney	https://www.hockey-reference.com/players/t/tiernch01.html
Conor Timmins	https://www.hockey-reference.com/players/t/timmico01.html
Jarred Tinordi	https://www.hockey-reference.com/players/t/tinorja01.html
Owen Tippett	https://www.hockey-reference.com/players/t/tippeow01.html
Brady Tkachuk	https://www.hockey-reference.com/players/t/tkachbr01.html
Matthew Tkachuk	https://www.hockey-reference.com/players/t/tkachma01.html
Devon Toews	https://www.hockey-reference.com/players/t/toewsde01.html
Tyler Toffoli	https://www.hockey-reference.com/players/t/toffoty01.html
Eeli Tolvanen	https://www.hockey-reference.com/players/t/tolvaee01.html
Philip Tomasino	https://www.hockey-reference.com/players/t/tomasph01.html
Matt Tomkins	https://www.hockey-reference.com/players/t/tomkima01.html
Dominic Toninato	https://www.hockey-reference.com/players/t/tonindo01.html
Alexey Toropchenko	https://www.hockey-reference.com/players/t/toropal01.html
Yakov Trenin	https://www.hockey-reference.com/players/t/treniya01.html
Vincent Trocheck	https://www.hockey-reference.com/players/t/trochvi01.html
Jacob Trouba	https://www.hockey-reference.com/players/t/troubja01.html
Alex Tuch	https://www.hockey-reference.com/players/t/tuchal01.html
Tyler Tucker	https://www.hockey-reference.com/players/t/tuckety01.html
Riley Tufte	https://www.hockey-reference.com/players/t/tufteri01.html
Alex Turcotte	https://www.hockey-reference.com/players/t/turcoal02.html
Linus Ullmark	https://www.hockey-reference.com/players/u/ullmali01.html
Urho Vaakanainen	https://www.hockey-reference.com/players/v/vaakaur01.html
Juuso VÃ¤limÃ¤ki	https://www.hockey-reference.com/players/v/valimju01.html
James van Riemsdyk	https://www.hockey-reference.com/players/v/vanrija01.html
Trevor van Riemsdyk	https://www.hockey-reference.com/players/v/vanritr01.html
VÃ­tek VanÄÄek	https://www.hockey-reference.com/players/v/vanecvi01.html
Semyon Varlamov	https://www.hockey-reference.com/players/v/varlasi01.html
Andrei Vasilevskiy	https://www.hockey-reference.com/players/v/vasilan02.html
Frank Vatrano	https://www.hockey-reference.com/players/v/vatrafr01.html
Karel Vejmelka	https://www.hockey-reference.com/players/v/vejmeka01.html
Joe Veleno	https://www.hockey-reference.com/players/v/velenjo01.html
Carter Verhaeghe	https://www.hockey-reference.com/players/v/verhaca01.html
Jimmy Vesey	https://www.hockey-reference.com/players/v/veseyji02.html
Gabriel Vilardi	https://www.hockey-reference.com/players/v/vilarga01.html
Matt Villalta	https://www.hockey-reference.com/players/v/villama01.html
Daniel VladaÅ	https://www.hockey-reference.com/players/v/vladada01.html
Alex Vlasic	https://www.hockey-reference.com/players/v/vlasial01.html
Marc-Ãdouard Vlasic	https://www.hockey-reference.com/players/v/vlasima01.html
Dmitri Voronkov	https://www.hockey-reference.com/players/v/vorondi01.html
Jakub VrÃ¡na	https://www.hockey-reference.com/players/v/vranaja01.html
Chris Wagner	https://www.hockey-reference.com/players/w/wagnech01.html
Oliver Wahlstrom	https://www.hockey-reference.com/players/w/wahlsol01.html
Nathan Walker	https://www.hockey-reference.com/players/w/walkena01.html
Samuel Walker	https://www.hockey-reference.com/players/w/walkesa01.html
Sean Walker	https://www.hockey-reference.com/players/w/walkese01.html
Jesper Wallstedt	https://www.hockey-reference.com/players/w/wallsje01.html
Jake Walman	https://www.hockey-reference.com/players/w/walmaja01.html
Austin Watson	https://www.hockey-reference.com/players/w/watsoau01.html
Scott Wedgewood	https://www.hockey-reference.com/players/w/wedgesc01.html
MacKenzie Weegar	https://www.hockey-reference.com/players/w/weegama01.html
Alexander Wennberg	https://www.hockey-reference.com/players/w/wennbal01.html
Zach Werenski	https://www.hockey-reference.com/players/w/werenza01.html
Blake Wheeler	https://www.hockey-reference.com/players/w/wheelbl01.html
Colin White	https://www.hockey-reference.com/players/w/whiteco02.html
Zach Whitecloud	https://www.hockey-reference.com/players/w/whiteza01.html
Maxwell Willman	https://www.hockey-reference.com/players/w/willmma01.html
Tom Wilson	https://www.hockey-reference.com/players/w/wilsoto01.html
Ryan Winterton	https://www.hockey-reference.com/players/w/wintery01.html
Dustin Wolf	https://www.hockey-reference.com/players/w/wolfdu01.html
Joseph Woll	https://www.hockey-reference.com/players/w/wolljo01.html
Miles Wood	https://www.hockey-reference.com/players/w/woodmi01.html
Parker Wotherspoon	https://www.hockey-reference.com/players/w/wothepa01.html
Shane Wright	https://www.hockey-reference.com/players/w/wrighsh01.html
Kailer Yamamoto	https://www.hockey-reference.com/players/y/yamamka01.html
Jesse YlÃ¶nen	https://www.hockey-reference.com/players/y/yloneje01.html
Cameron York	https://www.hockey-reference.com/players/y/yorkca01.html
